hospital	personnel	EMPLOYER
navy	personnel	EMPLOYER
party	personnel	EMPLOYER
police	personnel	EMPLOYER
school	personnel	EMPLOYER
government	planner	EMPLOYER
city	police	EMPLOYER
state	police	EMPLOYER
government	professor	EMPLOYER
university	professor	EMPLOYER
newspaper	reporter	EMPLOYER
union	negotiator	EMPLOYER
government	researcher	EMPLOYER
university	researcher	EMPLOYER
government	scientist	EMPLOYER
project	scientist	EMPLOYER
army	soldier	EMPLOYER
government	soldier	EMPLOYER
administration	source	EMPLOYER
airport	source	EMPLOYER
army	source	EMPLOYER
bank	source	EMPLOYER
committee	source	EMPLOYER
company	source	EMPLOYER
court	source	EMPLOYER
department	source	EMPLOYER
government	source	EMPLOYER
hospital	source	EMPLOYER
industry	source	EMPLOYER
league	source	EMPLOYER
media	source	EMPLOYER
military	source	EMPLOYER
ministry	source	EMPLOYER
navy	source	EMPLOYER
opposition	source	EMPLOYER
party	source	EMPLOYER
police	source	EMPLOYER
studio	source	EMPLOYER
team	source	EMPLOYER
parliament	speaker	EMPLOYER
state	speaker	EMPLOYER
government	spokesperson	EMPLOYER
police	superintendent	EMPLOYER
school	superintendent	EMPLOYER
state	superintendent	EMPLOYER
army	team	EMPLOYER
army	troop	EMPLOYER
government	troop	EMPLOYER
defense	witness	EMPLOYER
government	witness	EMPLOYER
prosecution	witness	EMPLOYER
state	witness	EMPLOYER
airline	worker	EMPLOYER
city	worker	EMPLOYER
government	worker	EMPLOYER
party	worker	EMPLOYER
state	worker	EMPLOYER
treasury	worker	EMPLOYER
government	work	EMPLOYER
party	work	EMPLOYER
magazine	writer	EMPLOYER
press	writer	EMPLOYER
export	permit	PERFORM&ENGAGE_IN
import	permit	PERFORM&ENGAGE_IN
combat	aircraft	PERFORM&ENGAGE_IN
patrol	aircraft	PERFORM&ENGAGE_IN
strike	aircraft	PERFORM&ENGAGE_IN
transport	aircraft	PERFORM&ENGAGE_IN
wash	basin	PERFORM&ENGAGE_IN
lounge	wear	PERFORM&ENGAGE_IN
paint	brush	PERFORM&ENGAGE_IN
rescue	boat	PERFORM&ENGAGE_IN
tour	boat	PERFORM&ENGAGE_IN
combat	equipment	PERFORM&ENGAGE_IN
control	equipment	PERFORM&ENGAGE_IN
rescue	equipment	PERFORM&ENGAGE_IN
support	equipment	PERFORM&ENGAGE_IN
transport	equipment	PERFORM&ENGAGE_IN
battle	flag	PERFORM&ENGAGE_IN
combat	gear	PERFORM&ENGAGE_IN
combat	helicopter	PERFORM&ENGAGE_IN
rescue	helicopter	PERFORM&ENGAGE_IN
transport	helicopter	PERFORM&ENGAGE_IN
combat	jet	PERFORM&ENGAGE_IN
copy	machine	PERFORM&ENGAGE_IN
exercise	machine	PERFORM&ENGAGE_IN
fax	machine	PERFORM&ENGAGE_IN
travel	map	PERFORM&ENGAGE_IN
assault	rifle	PERFORM&ENGAGE_IN
picnic	table	PERFORM&ENGAGE_IN
control	technology	PERFORM&ENGAGE_IN
display	technology	PERFORM&ENGAGE_IN
design	tool	PERFORM&ENGAGE_IN
research	tool	PERFORM&ENGAGE_IN
tow	truck	PERFORM&ENGAGE_IN
combat	vehicle	PERFORM&ENGAGE_IN
launch	vehicle	PERFORM&ENGAGE_IN
rescue	vehicle	PERFORM&ENGAGE_IN
star	vehicle	PERFORM&ENGAGE_IN
transport	vehicle	PERFORM&ENGAGE_IN
patrol	vessel	PERFORM&ENGAGE_IN
rescue	vessel	PERFORM&ENGAGE_IN
research	vessel	PERFORM&ENGAGE_IN
battle	wagon	PERFORM&ENGAGE_IN
assault	weapon	PERFORM&ENGAGE_IN
murder	weapon	PERFORM&ENGAGE_IN
exercise	yard	PERFORM&ENGAGE_IN
aid	material	PERFORM&ENGAGE_IN
relief	material	PERFORM&ENGAGE_IN
research	material	PERFORM&ENGAGE_IN
exercise	bike	PERFORM&ENGAGE_IN
export	crop	PERFORM&ENGAGE_IN
control	device	PERFORM&ENGAGE_IN
tour	bus	PERFORM&ENGAGE_IN
art	fair	RELATIONAL-NOUN-COMPLEMENT
book	fair	RELATIONAL-NOUN-COMPLEMENT
job	fair	RELATIONAL-NOUN-COMPLEMENT
firework	fair	RELATIONAL-NOUN-COMPLEMENT
food	fair	RELATIONAL-NOUN-COMPLEMENT
furniture	fair	RELATIONAL-NOUN-COMPLEMENT
garment	fair	RELATIONAL-NOUN-COMPLEMENT
gem	fair	RELATIONAL-NOUN-COMPLEMENT
gun	fair	RELATIONAL-NOUN-COMPLEMENT
hardware	fair	RELATIONAL-NOUN-COMPLEMENT
health	fair	RELATIONAL-NOUN-COMPLEMENT
livestock	fair	RELATIONAL-NOUN-COMPLEMENT
medicine	fair	RELATIONAL-NOUN-COMPLEMENT
photo	fair	RELATIONAL-NOUN-COMPLEMENT
product	fair	RELATIONAL-NOUN-COMPLEMENT
safety	fair	RELATIONAL-NOUN-COMPLEMENT
science	fair	RELATIONAL-NOUN-COMPLEMENT
talent	fair	RELATIONAL-NOUN-COMPLEMENT
travel	fair	RELATIONAL-NOUN-COMPLEMENT
vegetable	fair	RELATIONAL-NOUN-COMPLEMENT
wine	fair	RELATIONAL-NOUN-COMPLEMENT
automobile	fair	RELATIONAL-NOUN-COMPLEMENT
art	festival	RELATIONAL-NOUN-COMPLEMENT
music	festival	RELATIONAL-NOUN-COMPLEMENT
time	medalist	MEASURE
time	table	MEASURE
time	people	MEASURE
time	share	MEASURE
time	offender	MEASURE
time	winner	MEASURE
time	voter	MEASURE
tax	scheme	OTHER
risk	system	OTHER
financing	scheme	OTHER
kickback	scheme	OTHER
bribery	scheme	OTHER
fraud	scheme	OTHER
land	system	OTHER
insurance	scheme	OTHER
investment	scheme	OTHER
loan	scheme	OTHER
contract	system	OTHER
fund	system	OTHER
permit	system	OTHER
pay	scheme	OTHER
pension	scheme	OTHER
benefit	system	OTHER
bonus	system	OTHER
leadership	system	OTHER
compensation	scheme	OTHER
option	scheme	OTHER
pay	system	OTHER
credit	system	OTHER
policy	agenda	OTHER
job	scheme	OTHER
character	trait	RELATIONAL-NOUN-COMPLEMENT
personality	trait	RELATIONAL-NOUN-COMPLEMENT
skin	tone	RELATIONAL-NOUN-COMPLEMENT
eye	color	RELATIONAL-NOUN-COMPLEMENT
makeup	color	RELATIONAL-NOUN-COMPLEMENT
campaign	style	RELATIONAL-NOUN-COMPLEMENT
classroom	style	RELATIONAL-NOUN-COMPLEMENT
hair	style	RELATIONAL-NOUN-COMPLEMENT
investment	style	RELATIONAL-NOUN-COMPLEMENT
leadership	style	RELATIONAL-NOUN-COMPLEMENT
life	style	RELATIONAL-NOUN-COMPLEMENT
management	style	RELATIONAL-NOUN-COMPLEMENT
party	style	RELATIONAL-NOUN-COMPLEMENT
playing	style	RELATIONAL-NOUN-COMPLEMENT
poetry	style	RELATIONAL-NOUN-COMPLEMENT
work	style	RELATIONAL-NOUN-COMPLEMENT
account	number	RELATIONAL-NOUN-COMPLEMENT
flight	number	RELATIONAL-NOUN-COMPLEMENT
jersey	number	RELATIONAL-NOUN-COMPLEMENT
student	number	RELATIONAL-NOUN-COMPLEMENT
ticket	number	RELATIONAL-NOUN-COMPLEMENT
book	title	RELATIONAL-NOUN-COMPLEMENT
job	title	RELATIONAL-NOUN-COMPLEMENT
magazine	title	RELATIONAL-NOUN-COMPLEMENT
category	code	RELATIONAL-NOUN-COMPLEMENT
asset	value	RELATIONAL-NOUN-COMPLEMENT
breakup	value	RELATIONAL-NOUN-COMPLEMENT
cash	value	RELATIONAL-NOUN-COMPLEMENT
currency	value	RELATIONAL-NOUN-COMPLEMENT
entertainment	value	RELATIONAL-NOUN-COMPLEMENT
export	value	RELATIONAL-NOUN-COMPLEMENT
home	value	RELATIONAL-NOUN-COMPLEMENT
import	value	RELATIONAL-NOUN-COMPLEMENT
investment	value	RELATIONAL-NOUN-COMPLEMENT
land	value	RELATIONAL-NOUN-COMPLEMENT
liquidation	value	RELATIONAL-NOUN-COMPLEMENT
market	value	RELATIONAL-NOUN-COMPLEMENT
portfolio	value	RELATIONAL-NOUN-COMPLEMENT
property	value	RELATIONAL-NOUN-COMPLEMENT
share	value	RELATIONAL-NOUN-COMPLEMENT
shock	value	RELATIONAL-NOUN-COMPLEMENT
stock	value	RELATIONAL-NOUN-COMPLEMENT
time	value	RELATIONAL-NOUN-COMPLEMENT
transfer	value	RELATIONAL-NOUN-COMPLEMENT
air	quality	RELATIONAL-NOUN-COMPLEMENT
asset	quality	RELATIONAL-NOUN-COMPLEMENT
construction	quality	RELATIONAL-NOUN-COMPLEMENT
credit	quality	RELATIONAL-NOUN-COMPLEMENT
gem	quality	RELATIONAL-NOUN-COMPLEMENT
image	quality	RELATIONAL-NOUN-COMPLEMENT
leadership	quality	RELATIONAL-NOUN-COMPLEMENT
picture	quality	RELATIONAL-NOUN-COMPLEMENT
product	quality	RELATIONAL-NOUN-COMPLEMENT
program	quality	RELATIONAL-NOUN-COMPLEMENT
service	quality	RELATIONAL-NOUN-COMPLEMENT
star	quality	RELATIONAL-NOUN-COMPLEMENT
teacher	quality	RELATIONAL-NOUN-COMPLEMENT
water	quality	RELATIONAL-NOUN-COMPLEMENT
child	mortality	RELATIONAL-NOUN-COMPLEMENT
completion	percentage	RELATIONAL-NOUN-COMPLEMENT
fielding	percentage	RELATIONAL-NOUN-COMPLEMENT
shooting	percentage	RELATIONAL-NOUN-COMPLEMENT
abortion	rate	RELATIONAL-NOUN-COMPLEMENT
accident	rate	RELATIONAL-NOUN-COMPLEMENT
accuracy	rate	RELATIONAL-NOUN-COMPLEMENT
approval	rate	RELATIONAL-NOUN-COMPLEMENT
cancer	rate	RELATIONAL-NOUN-COMPLEMENT
burglary	rate	RELATIONAL-NOUN-COMPLEMENT
casualty	rate	RELATIONAL-NOUN-COMPLEMENT
completion	rate	RELATIONAL-NOUN-COMPLEMENT
death	rate	RELATIONAL-NOUN-COMPLEMENT
default	rate	RELATIONAL-NOUN-COMPLEMENT
delinquency	rate	RELATIONAL-NOUN-COMPLEMENT
employment	rate	RELATIONAL-NOUN-COMPLEMENT
enrollment	rate	RELATIONAL-NOUN-COMPLEMENT
error	rate	RELATIONAL-NOUN-COMPLEMENT
failure	rate	RELATIONAL-NOUN-COMPLEMENT
fatality	rate	RELATIONAL-NOUN-COMPLEMENT
divorce	rate	RELATIONAL-NOUN-COMPLEMENT
homicide	rate	RELATIONAL-NOUN-COMPLEMENT
illiteracy	rate	RELATIONAL-NOUN-COMPLEMENT
mortality	rate	RELATIONAL-NOUN-COMPLEMENT
mortgage	rate	RELATIONAL-NOUN-COMPLEMENT
murder	rate	RELATIONAL-NOUN-COMPLEMENT
participation	rate	RELATIONAL-NOUN-COMPLEMENT
pass	rate	RELATIONAL-NOUN-COMPLEMENT
penetration	rate	RELATIONAL-NOUN-COMPLEMENT
pregnancy	rate	RELATIONAL-NOUN-COMPLEMENT
prevalence	rate	RELATIONAL-NOUN-COMPLEMENT
recovery	rate	RELATIONAL-NOUN-COMPLEMENT
reimbursement	rate	RELATIONAL-NOUN-COMPLEMENT
rejection	rate	RELATIONAL-NOUN-COMPLEMENT
repurchase	rate	RELATIONAL-NOUN-COMPLEMENT
response	rate	RELATIONAL-NOUN-COMPLEMENT
reversal	rate	RELATIONAL-NOUN-COMPLEMENT
saving	rate	RELATIONAL-NOUN-COMPLEMENT
suicide	rate	RELATIONAL-NOUN-COMPLEMENT
support	rate	RELATIONAL-NOUN-COMPLEMENT
survival	rate	RELATIONAL-NOUN-COMPLEMENT
vacancy	rate	RELATIONAL-NOUN-COMPLEMENT
infection	rate	RELATIONAL-NOUN-COMPLEMENT
graduation	rate	RELATIONAL-NOUN-COMPLEMENT
incarceration	rate	RELATIONAL-NOUN-COMPLEMENT
literacy	rate	RELATIONAL-NOUN-COMPLEMENT
injury	rate	RELATIONAL-NOUN-COMPLEMENT
conversion	rate	RELATIONAL-NOUN-COMPLEMENT
cure	rate	RELATIONAL-NOUN-COMPLEMENT
incidence	rate	RELATIONAL-NOUN-COMPLEMENT
return	rate	RELATIONAL-NOUN-COMPLEMENT
success	rate	RELATIONAL-NOUN-COMPLEMENT
ad	rate	RELATIONAL-NOUN-COMPLEMENT
advertising	rate	RELATIONAL-NOUN-COMPLEMENT
borrowing	rate	RELATIONAL-NOUN-COMPLEMENT
capital gains	rate	RELATIONAL-NOUN-COMPLEMENT
cash	rate	RELATIONAL-NOUN-COMPLEMENT
finance	rate	RELATIONAL-NOUN-COMPLEMENT
freight	rate	RELATIONAL-NOUN-COMPLEMENT
fund	rate	RELATIONAL-NOUN-COMPLEMENT
room	rate	RELATIONAL-NOUN-COMPLEMENT
royalty	rate	RELATIONAL-NOUN-COMPLEMENT
electricity	rate	RELATIONAL-NOUN-COMPLEMENT
subsidy	rate	RELATIONAL-NOUN-COMPLEMENT
tariff	rate	RELATIONAL-NOUN-COMPLEMENT
credit	rate	RELATIONAL-NOUN-COMPLEMENT
currency	rate	RELATIONAL-NOUN-COMPLEMENT
deposit	rate	RELATIONAL-NOUN-COMPLEMENT
consumption	rate	RELATIONAL-NOUN-COMPLEMENT
growth	rate	RELATIONAL-NOUN-COMPLEMENT
inflation	rate	RELATIONAL-NOUN-COMPLEMENT
aid	rate	RELATIONAL-NOUN-COMPLEMENT
annuity	rate	RELATIONAL-NOUN-COMPLEMENT
barge	rate	RELATIONAL-NOUN-COMPLEMENT
base	rate	RELATIONAL-NOUN-COMPLEMENT
bonus	rate	RELATIONAL-NOUN-COMPLEMENT
coupon	rate	RELATIONAL-NOUN-COMPLEMENT
coverage	rate	RELATIONAL-NOUN-COMPLEMENT
duty	rate	RELATIONAL-NOUN-COMPLEMENT
exchange	rate	RELATIONAL-NOUN-COMPLEMENT
guarantee	rate	RELATIONAL-NOUN-COMPLEMENT
income tax	rate	RELATIONAL-NOUN-COMPLEMENT
increase	rate	RELATIONAL-NOUN-COMPLEMENT
insurance	rate	RELATIONAL-NOUN-COMPLEMENT
intervention	rate	RELATIONAL-NOUN-COMPLEMENT
investment	rate	RELATIONAL-NOUN-COMPLEMENT
lease	rate	RELATIONAL-NOUN-COMPLEMENT
lending	rate	RELATIONAL-NOUN-COMPLEMENT
money	rate	RELATIONAL-NOUN-COMPLEMENT
order	rate	RELATIONAL-NOUN-COMPLEMENT
ownership	rate	RELATIONAL-NOUN-COMPLEMENT
percentage	rate	RELATIONAL-NOUN-COMPLEMENT
price	rate	RELATIONAL-NOUN-COMPLEMENT
production	rate	RELATIONAL-NOUN-COMPLEMENT
profit	rate	RELATIONAL-NOUN-COMPLEMENT
property	rate	RELATIONAL-NOUN-COMPLEMENT
selling	rate	RELATIONAL-NOUN-COMPLEMENT
telephone	rate	RELATIONAL-NOUN-COMPLEMENT
transport	rate	RELATIONAL-NOUN-COMPLEMENT
utilization	rate	RELATIONAL-NOUN-COMPLEMENT
wage	rate	RELATIONAL-NOUN-COMPLEMENT
celebrity	clout	RELATIONAL-NOUN-COMPLEMENT
consumer	clout	RELATIONAL-NOUN-COMPLEMENT
employee	clout	RELATIONAL-NOUN-COMPLEMENT
agency	clout	RELATIONAL-NOUN-COMPLEMENT
superpower	clout	RELATIONAL-NOUN-COMPLEMENT
bank	power	RELATIONAL-NOUN-COMPLEMENT
executive	power	RELATIONAL-NOUN-COMPLEMENT
government	power	RELATIONAL-NOUN-COMPLEMENT
police	power	RELATIONAL-NOUN-COMPLEMENT
state	power	RELATIONAL-NOUN-COMPLEMENT
market	direction	RELATIONAL-NOUN-COMPLEMENT
policy	direction	RELATIONAL-NOUN-COMPLEMENT
health	status	RELATIONAL-NOUN-COMPLEMENT
immigration	status	RELATIONAL-NOUN-COMPLEMENT
job	status	RELATIONAL-NOUN-COMPLEMENT
reform	drive	OBTAIN&ACCESS&SEEK
sex	drive	OBTAIN&ACCESS&SEEK
performance	pay	OBTAIN&ACCESS&SEEK
membership	fee	OBTAIN&ACCESS&SEEK
photo	opportunity	OBTAIN&ACCESS&SEEK
lunch	menu	OBTAIN&ACCESS&SEEK
bowl	bid	OBTAIN&ACCESS&SEEK
sex	slave	OBTAIN&ACCESS&SEEK
coffee	break	OBTAIN&ACCESS&SEEK
degree	course	OBTAIN&ACCESS&SEEK
cash	copper	OBTAIN&ACCESS&SEEK
cash	crop	OBTAIN&ACCESS&SEEK
touchdown	drive	OBTAIN&ACCESS&SEEK
course	enrollment	OBTAIN&ACCESS&SEEK
job	interview	OBTAIN&ACCESS&SEEK
job	opportunity	OBTAIN&ACCESS&SEEK
profit	opportunity	OBTAIN&ACCESS&SEEK
permit	process	OBTAIN&ACCESS&SEEK
food	queue	OBTAIN&ACCESS&SEEK
joy	ride	OBTAIN&ACCESS&SEEK
thrill	ride	OBTAIN&ACCESS&SEEK
due process	right	OBTAIN&ACCESS&SEEK
employment	right	OBTAIN&ACCESS&SEEK
job	right	OBTAIN&ACCESS&SEEK
ownership	right	OBTAIN&ACCESS&SEEK
pension	right	OBTAIN&ACCESS&SEEK
television	right	OBTAIN&ACCESS&SEEK
raffle	ticket	OBTAIN&ACCESS&SEEK
banking	arm	PERFORM&ENGAGE_IN
development	arm	PERFORM&ENGAGE_IN
distribution	arm	PERFORM&ENGAGE_IN
finance	arm	PERFORM&ENGAGE_IN
financing	arm	PERFORM&ENGAGE_IN
insurance	arm	PERFORM&ENGAGE_IN
investment	arm	PERFORM&ENGAGE_IN
lending	arm	PERFORM&ENGAGE_IN
management	arm	PERFORM&ENGAGE_IN
marketing	arm	PERFORM&ENGAGE_IN
publishing	arm	PERFORM&ENGAGE_IN
service	arm	PERFORM&ENGAGE_IN
trading	arm	PERFORM&ENGAGE_IN
program trading	goblin	PERFORM&ENGAGE_IN
preservation	department	PERFORM&ENGAGE_IN
teaching	job	PERFORM&ENGAGE_IN
swing	state	PERFORM&ENGAGE_IN
swing	voter	PERFORM&ENGAGE_IN
swing	district	PERFORM&ENGAGE_IN
building	contractor	PERFORM&ENGAGE_IN
construction	contractor	PERFORM&ENGAGE_IN
development	body	PERFORM&ENGAGE_IN
lawmaking	body	PERFORM&ENGAGE_IN
action	committee	PERFORM&ENGAGE_IN
appropriation	committee	PERFORM&ENGAGE_IN
banking	committee	PERFORM&ENGAGE_IN
bargaining	committee	PERFORM&ENGAGE_IN
bidding	committee	PERFORM&ENGAGE_IN
commerce	committee	PERFORM&ENGAGE_IN
compensation	committee	PERFORM&ENGAGE_IN
competition	committee	PERFORM&ENGAGE_IN
cooperation	committee	PERFORM&ENGAGE_IN
coordination	committee	PERFORM&ENGAGE_IN
defence	committee	PERFORM&ENGAGE_IN
development	committee	PERFORM&ENGAGE_IN
drafting	committee	PERFORM&ENGAGE_IN
expansion	committee	PERFORM&ENGAGE_IN
industry	committee	PERFORM&ENGAGE_IN
intelligence	committee	PERFORM&ENGAGE_IN
investigating	committee	PERFORM&ENGAGE_IN
investigation	committee	PERFORM&ENGAGE_IN
investment	committee	PERFORM&ENGAGE_IN
judiciary	committee	PERFORM&ENGAGE_IN
management	committee	PERFORM&ENGAGE_IN
mediation	committee	PERFORM&ENGAGE_IN
nominating	committee	PERFORM&ENGAGE_IN
remuneration	committee	PERFORM&ENGAGE_IN
sanction	committee	PERFORM&ENGAGE_IN
screening	committee	PERFORM&ENGAGE_IN
selection	committee	PERFORM&ENGAGE_IN
accounting	department	PERFORM&ENGAGE_IN
administration	department	PERFORM&ENGAGE_IN
banking	department	PERFORM&ENGAGE_IN
commerce	department	PERFORM&ENGAGE_IN
communication	department	PERFORM&ENGAGE_IN
correction	department	PERFORM&ENGAGE_IN
development	department	PERFORM&ENGAGE_IN
engineering	department	PERFORM&ENGAGE_IN
finance	department	PERFORM&ENGAGE_IN
forestry	department	PERFORM&ENGAGE_IN
industry	department	PERFORM&ENGAGE_IN
information	department	PERFORM&ENGAGE_IN
inspection	department	PERFORM&ENGAGE_IN
insurance	department	PERFORM&ENGAGE_IN
investigation	department	PERFORM&ENGAGE_IN
management	department	PERFORM&ENGAGE_IN
marketing	department	PERFORM&ENGAGE_IN
organization	department	PERFORM&ENGAGE_IN
police	department	PERFORM&ENGAGE_IN
probation	department	PERFORM&ENGAGE_IN
protection	department	PERFORM&ENGAGE_IN
resource	department	PERFORM&ENGAGE_IN
service	department	PERFORM&ENGAGE_IN
supervision	department	PERFORM&ENGAGE_IN
taxation	department	PERFORM&ENGAGE_IN
telecommunication	department	PERFORM&ENGAGE_IN
trading	department	PERFORM&ENGAGE_IN
transportation	department	PERFORM&ENGAGE_IN
publishing	empire	PERFORM&ENGAGE_IN
telecommunication	monopoly	PERFORM&ENGAGE_IN
accounting	office	PERFORM&ENGAGE_IN
administration	office	PERFORM&ENGAGE_IN
admission	office	PERFORM&ENGAGE_IN
banking	office	PERFORM&ENGAGE_IN
brokerage	office	PERFORM&ENGAGE_IN
development	office	PERFORM&ENGAGE_IN
election	office	PERFORM&ENGAGE_IN
immigration	office	PERFORM&ENGAGE_IN
information	office	PERFORM&ENGAGE_IN
management	office	PERFORM&ENGAGE_IN
service	office	PERFORM&ENGAGE_IN
transition	office	PERFORM&ENGAGE_IN
banking	organization	PERFORM&ENGAGE_IN
conservation	organization	PERFORM&ENGAGE_IN
industry	organization	PERFORM&ENGAGE_IN
intelligence	organization	PERFORM&ENGAGE_IN
lending	organization	PERFORM&ENGAGE_IN
management	organization	PERFORM&ENGAGE_IN
protection	organization	PERFORM&ENGAGE_IN
service	organization	PERFORM&ENGAGE_IN
vision	organization	PERFORM&ENGAGE_IN
appropriation	panel	PERFORM&ENGAGE_IN
arbitration	panel	PERFORM&ENGAGE_IN
marketing	people	PERFORM&ENGAGE_IN
maintenance	personnel	PERFORM&ENGAGE_IN
management	personnel	PERFORM&ENGAGE_IN
service	personnel	PERFORM&ENGAGE_IN
training	personnel	PERFORM&ENGAGE_IN
accountancy	profession	PERFORM&ENGAGE_IN
accounting	profession	PERFORM&ENGAGE_IN
teaching	profession	PERFORM&ENGAGE_IN
assessment	team	PERFORM&ENGAGE_IN
boxing	team	PERFORM&ENGAGE_IN
construction	team	PERFORM&ENGAGE_IN
cycling	team	PERFORM&ENGAGE_IN
development	team	PERFORM&ENGAGE_IN
diving	team	PERFORM&ENGAGE_IN
expansion	team	PERFORM&ENGAGE_IN
fact finding	team	PERFORM&ENGAGE_IN
inspection	team	PERFORM&ENGAGE_IN
investigating	team	PERFORM&ENGAGE_IN
investigation	team	PERFORM&ENGAGE_IN
management	team	PERFORM&ENGAGE_IN
negotiation	team	PERFORM&ENGAGE_IN
production	team	PERFORM&ENGAGE_IN
prosecution	team	PERFORM&ENGAGE_IN
recovery	team	PERFORM&ENGAGE_IN
shooting	team	PERFORM&ENGAGE_IN
transition	team	PERFORM&ENGAGE_IN
banking	unit	PERFORM&ENGAGE_IN
bargaining	unit	PERFORM&ENGAGE_IN
communication	unit	PERFORM&ENGAGE_IN
construction	unit	PERFORM&ENGAGE_IN
development	unit	PERFORM&ENGAGE_IN
engineering	unit	PERFORM&ENGAGE_IN
equipment	unit	PERFORM&ENGAGE_IN
finance	unit	PERFORM&ENGAGE_IN
intelligence	unit	PERFORM&ENGAGE_IN
investigation	unit	PERFORM&ENGAGE_IN
investment	unit	PERFORM&ENGAGE_IN
management	unit	PERFORM&ENGAGE_IN
manufacturing	unit	PERFORM&ENGAGE_IN
marketing	unit	PERFORM&ENGAGE_IN
